"Fecha","Emisora","Precio.Sucio","Precio.Limpio","Intereses.Devengados","Dias.por.Vencer","Tasa.Descuento","Precio.Sucio.24.Hrs","Precio.Limpio.24.Hrs","Intereses.Devengados.24.Hrs","Dias.Por.Vencer.24.Hrs","Tasa.Descuento.24.Hrs","Plazo","Sobretasa","Duracion","Convexidad","Rendimiento","Instrumento","FechaInicioCupon","FechaFinCupon","Tasa.Cupon.Vigente","Tasa.Cupon.Vigente.24.Hrs","Moneda","Homologación.Calificación","Clave","fechaInicio","fechaFinal","PagosCupon","Maduración","PAGOS","PAGOS.EXACTOS","TresAños","CincoAños","DiezAños"
"22/01/2019","AFIRALM",100.482153,100.022986,0.459167,9,0,100.503728,100.020395,0.483333,8,0,28,-0.64869,0.024952,0.001245,0.07743217,"93_AFIRALM_00319","03/01/2019","31/01/2019",0.087,0.087,"MPS","AA",2,"03/01/2019","31/01/2019",28,28,1,1,0.08231301,0.08236835,0.0825067
"22/01/2019","AFIRALM",100.528707,100.050013,0.478694,14,0,100.550269,100.04638,0.503889,13,0,33,-0.64869,0.038772,0.003007,0.07743028,"93_AFIRALM_00419","03/01/2019","05/02/2019",0.0907,0.0907,"MPS","AA",2,"03/01/2019","05/02/2019",33,33,1,1,0.08231301,0.08236835,0.0825067
"22/01/2019","AFIRALM",100.451102,100.013046,0.438056,9,0,100.472671,100.01156,0.461111,8,0,28,-0.64869,0.024952,0.001245,0.07743217,"93_AFIRALM_00519","03/01/2019","31/01/2019",0.083,0.083,"MPS","AA",2,"03/01/2019","31/01/2019",28,28,1,1,0.08231301,0.08236835,0.0825067
"22/01/2019","AFIRALM",100.481377,100.022738,0.458639,9,0,100.502952,100.020174,0.482778,8,0,28,-0.64869,0.024952,0.001245,0.07743217,"93_AFIRALM_00619","03/01/2019","31/01/2019",0.0869,0.0869,"MPS","AA",2,"03/01/2019","31/01/2019",28,28,1,1,0.08231301,0.08236835,0.0825067
"22/01/2019","AFIRALM",100.3035,99.8785,0.425,73,0,100.328325,99.879714,0.448611,72,0,91,0.682167,0.199115,0.079294,0.09071647,"93_AFIRALM_00719","04/01/2019","05/04/2019",0.085,0.085,"MPS","AA",2,"04/01/2019","05/04/2019",91,91,1,1,0.08231301,0.08236835,0.0825067
"22/01/2019","AFIRALM",100.326233,100.001233,0.325,14,0,100.347752,100.001085,0.346667,13,0,29,-0.64869,0.038772,0.003007,0.07743028,"93_AFIRALM_00819","07/01/2019","05/02/2019",0.078,0.078,"MPS","AA",2,"07/01/2019","05/02/2019",29,29,1,1,0.08231301,0.08236835,0.0825067
"22/01/2019","AFIRALM",100.346312,100.010895,0.335417,14,0,100.367834,100.010056,0.357778,13,0,29,-0.64869,0.038772,0.003007,0.07743028,"93_AFIRALM_00919","07/01/2019","05/02/2019",0.0805,0.0805,"MPS","AA",2,"07/01/2019","05/02/2019",29,29,1,1,0.08231301,0.08236835,0.0825067
"22/01/2019","AFIRALM",100.358359,100.016692,0.341667,14,0,100.379884,100.01544,0.364444,13,0,29,-0.64869,0.038772,0.003007,0.07743028,"93_AFIRALM_01019","07/01/2019","05/02/2019",0.082,0.082,"MPS","AA",2,"07/01/2019","05/02/2019",29,29,1,1,0.08231301,0.08236835,0.0825067
"22/01/2019","AFIRALM",100.348808,99.999197,0.349611,70,0,100.373797,99.999214,0.374583,69,0,84,0.4,0.191488,0.051662,0.08995,"93_AFIRALM_01119","08/01/2019","05/02/2019",0.0899,0.0899,"MPS","AA",2,"08/01/2019","02/04/2019",28,84,3,3,0.08231301,0.08236835,0.0825067
"22/01/2019","AFIRALM",100.291416,99.956972,0.334444,31,0,100.316504,99.958171,0.358333,30,0,45,0.682167,0.085444,0.014601,0.0907324,"93_AFIRALM_01219","08/01/2019","22/02/2019",0.086,0.086,"MPS","AA",2,"08/01/2019","22/02/2019",45,45,1,1,0.08231301,0.08236835,0.0825067
"22/01/2019","AFIRALM",100.06281,99.732254,0.330556,168,0,100.086997,99.73283,0.354167,167,0,182,0.682167,0.44772,0.400907,0.09068045,"93_AFIRALM_01319","08/01/2019","09/07/2019",0.085,0.085,"MPS","AA",2,"08/01/2019","09/07/2019",182,182,1,1,0.08231301,0.08236835,0.0825067
"22/01/2019","AFIRALM",100.351158,100.024491,0.326667,14,0,100.372682,100.022682,0.35,13,0,28,-0.64869,0.038772,0.003007,0.07743028,"93_AFIRALM_01419","08/01/2019","05/02/2019",0.084,0.084,"MPS","AA",2,"08/01/2019","05/02/2019",28,28,1,1,0.08231301,0.08236835,0.0825067
"22/01/2019","AFIRALM",100.321892,100.02217,0.299722,15,0,100.343405,100.020627,0.322778,14,0,28,-0.64869,0.041533,0.00345,0.0774299,"93_AFIRALM_01519","09/01/2019","06/02/2019",0.083,0.083,"MPS","AA",2,"09/01/2019","06/02/2019",28,28,1,1,0.08231301,0.08236835,0.0825067
"22/01/2019","AFIRALM",100.323644,100.036977,0.286667,16,0,100.345152,100.034596,0.310556,15,0,28,-0.64869,0.044292,0.003924,0.07742952,"93_AFIRALM_01619","10/01/2019","07/02/2019",0.086,0.086,"MPS","AA",2,"10/01/2019","07/02/2019",28,28,1,1,0.08231301,0.08236835,0.0825067
"22/01/2019","AFIRALM",100.331395,100.041395,0.29,16,0,100.352905,100.038738,0.314167,15,0,28,-0.64869,0.044292,0.003924,0.07742952,"93_AFIRALM_01719","10/01/2019","07/02/2019",0.087,0.087,"MPS","AA",2,"10/01/2019","07/02/2019",28,28,1,1,0.08231301,0.08236835,0.0825067
"22/01/2019","AFIRALM",100.142514,99.881264,0.26125,80,0,100.167256,99.882256,0.285,79,0,91,0.682167,0.217831,0.094901,0.09071382,"93_AFIRALM_01819","11/01/2019","12/04/2019",0.0855,0.0855,"MPS","AA",2,"11/01/2019","12/04/2019",91,91,1,1,0.08231301,0.08236835,0.0825067
"22/01/2019","AFIRALM",100.257844,99.99965,0.258194,24,0,100.281205,99.999538,0.281667,23,0,35,0.042167,0.066294,0.00879,0.08433505,"93_AFIRALM_01919","11/01/2019","15/02/2019",0.0845,0.0845,"MPS","AA",2,"11/01/2019","15/02/2019",35,35,1,1,0.08231301,0.08236835,0.0825067
"22/01/2019","AFIRALM",100.240151,100.001818,0.238333,17,0,100.261637,100.001637,0.26,16,0,28,-0.64869,0.04705,0.004427,0.07742914,"93_AFIRALM_02019","11/01/2019","08/02/2019",0.078,0.078,"MPS","AA",2,"11/01/2019","08/02/2019",28,28,1,1,0.08231301,0.08236835,0.0825067
"22/01/2019","AFIRALM",100.286048,99.999131,0.286917,241,0,100.312128,99.999128,0.313,240,0,252,0.8,0.644764,0.473828,0.09395,"93_AFIRALM_02119","11/01/2019","08/02/2019",0.0939,0.0939,"MPS","AA",2,"11/01/2019","20/09/2019",28,252,9,9,0.08231301,0.08236835,0.0825067
"22/01/2019","AFIRALM",100.191416,100.004749,0.186667,20,0,100.214411,100.004411,0.21,19,0,28,-0.092854,0.055301,0.006116,0.08298636,"93_AFIRALM_02219","14/01/2019","11/02/2019",0.084,0.084,"MPS","AA",2,"14/01/2019","11/02/2019",28,28,1,1,0.08231301,0.08236835,0.0825067
"22/01/2019","AFIRALM",100.200493,99.998715,0.201778,42,0,100.225487,99.998487,0.227,41,0,50,0.682167,0.115445,0.026655,0.09072823,"93_AFIRALM_02319","14/01/2019","05/03/2019",0.0908,0.0908,"MPS","AA",2,"14/01/2019","05/03/2019",50,50,1,1,0.08231301,0.08236835,0.0825067
"22/01/2019","AFIRALM",100.043705,99.877455,0.16625,84,0,100.068397,99.878397,0.19,83,0,91,0.682167,0.228497,0.104422,0.0907123,"93_AFIRALM_02419","15/01/2019","16/04/2019",0.0855,0.0855,"MPS","AA",2,"15/01/2019","16/04/2019",91,91,1,1,0.08231301,0.08236835,0.0825067
"22/01/2019","AFIRALM",100.114764,99.999486,0.115278,23,0,100.137725,99.999392,0.138333,22,0,28,-0.092854,0.063552,0.008078,0.08298522,"93_AFIRALM_02519","17/01/2019","14/02/2019",0.083,0.083,"MPS","AA",2,"17/01/2019","14/02/2019",28,28,1,1,0.08231301,0.08236835,0.0825067
"22/01/2019","AFIRALM",100.137118,100.016285,0.120833,23,0,100.160457,100.015457,0.145,22,0,28,0.042167,0.063546,0.008076,0.08433543,"93_AFIRALM_02619","17/01/2019","14/02/2019",0.087,0.087,"MPS","AA",2,"17/01/2019","14/02/2019",28,28,1,1,0.08231301,0.08236835,0.0825067
"22/01/2019","AFIRALM",100.094457,100.000568,0.093889,24,0,100.11778,100.000419,0.117361,23,0,28,0.042167,0.066294,0.00879,0.08433505,"93_AFIRALM_02719","18/01/2019","15/02/2019",0.0845,0.0845,"MPS","AA",2,"18/01/2019","15/02/2019",28,28,1,1,0.08231301,0.08236835,0.0825067
"22/01/2019","AFIRALM",100.101486,100.000486,0.101,24,0,100.12657,100.00032,0.12625,23,0,28,0.682167,0.066266,0.008782,0.09073505,"93_AFIRALM_02819","18/01/2019","15/02/2019",0.0909,0.0909,"MPS","AA",2,"18/01/2019","15/02/2019",28,28,1,1,0.08231301,0.08236835,0.0825067
"22/01/2019","AFIRALM",100.097204,100.000537,0.096667,24,0,100.121215,100.000382,0.120833,23,0,28,0.292167,0.066283,0.008787,0.08683505,"93_AFIRALM_02919","18/01/2019","15/02/2019",0.087,0.087,"MPS","AA",2,"18/01/2019","15/02/2019",28,28,1,1,0.08231301,0.08236835,0.0825067
"22/01/2019","AFIRALM",99.999614,99.999614,0,84,0,100.024516,99.999544,0.024972,83,0,84,0.4,0.230107,0.070926,0.08995,"93_AFIRALM_03019","22/01/2019","19/02/2019",0.0899,0.0899,"MPS","AA",2,"22/01/2019","16/04/2019",28,84,3,3,0.08231301,0.08236835,0.0825067
"22/01/2019","ARREACT",100.484348,99.99932,0.485028,93,0,100.509925,99.999369,0.510556,92,0,112,0.6,0.253225,0.084259,0.09195,"93_ARREACT_00119","03/01/2019","25/04/2019",0.0919,0.0919,"MPS","AA",4,"03/01/2019","25/04/2019",112,112,1,1,0.08231301,0.08236835,0.0825067
"22/01/2019","ARREACT",100.299557,99.99989,0.299667,16,0,100.324444,99.999805,0.324639,15,0,28,0.573958,0.044268,0.003919,0.089656,"93_ARREACT_00219","10/01/2019","07/02/2019",0.0899,0.0899,"MPS","AA",4,"10/01/2019","07/02/2019",28,28,1,1,0.08231301,0.08236835,0.0825067
"22/01/2019","ARREACT",100.299557,99.99989,0.299667,16,0,100.324444,99.999805,0.324639,15,0,28,0.573958,0.044268,0.003919,0.089656,"93_ARREACT_00319","10/01/2019","07/02/2019",0.0899,0.0899,"MPS","AA",4,"10/01/2019","07/02/2019",28,28,1,1,0.08231301,0.08236835,0.0825067
"22/01/2019","ARREACT",100.325899,99.999566,0.326333,345,0,100.353096,99.999568,0.353528,344,0,357,1.2,0.908488,0.920687,0.09795,"93_ARREACT_00419","10/01/2019","07/02/2019",0.0979,0.0979,"MPS","AA",4,"10/01/2019","02/01/2020",28,357,12.75,12,0.08231301,0.08236835,0.0825067
"22/01/2019","ARREACT",100.136663,100.000552,0.136111,345,0,100.163809,100.000476,0.163333,344,0,350,1.2,0.910161,0.922393,0.09795,"93_ARREACT_00519","17/01/2019","14/02/2019",0.098,0.098,"MPS","AA",4,"17/01/2019","02/01/2020",28,350,12.5,12,0.08231301,0.08236835,0.0825067
"22/01/2019","ARREACT",100.136004,99.999893,0.136111,331,0,100.16315,99.999817,0.163333,330,0,336,1.2,0.874926,0.85401,0.09795,"93_ARREACT_00619","17/01/2019","14/02/2019",0.098,0.098,"MPS","AA",4,"17/01/2019","19/12/2019",28,336,12,12,0.08231301,0.08236835,0.0825067
"22/01/2019","ARREACT",100.136004,99.999893,0.136111,331,0,100.16315,99.999817,0.163333,330,0,336,1.2,0.874926,0.85401,0.09795,"93_ARREACT_00719","17/01/2019","14/02/2019",0.098,0.098,"MPS","AA",4,"17/01/2019","19/12/2019",28,336,12,12,0.08231301,0.08236835,0.0825067
"22/01/2019","FACTOR",100.140145,99.999867,0.140278,359,0,100.16812,99.999787,0.168333,358,0,364,1.5,0.873427,0.855446,0.10095,"93_FACTOR_00119","17/01/2019","14/02/2019",0.101,0.101,"MPS","AA",4,"17/01/2019","16/01/2020",28,364,13,13,0.08231301,0.08236835,0.0825067
"03/01/2019","AFIRALM",100.026858,100.005191,0.021667,27,0,100.048213,100.00488,0.043333,26,0,28,-0.698314,0.074568,0.011121,0.07728712,"93_AFIRALM_00119","02/01/2019","30/01/2019",0.078,0.078,"MPS","AA",2,"02/01/2019","30/01/2019",28,28,1,1,0.08231301,0.08236835,0.0825067
"03/01/2019","AFIRALM",100.077031,100.052031,0.025,27,0,100.099966,100.049966,0.05,26,0,28,-0.127162,0.074536,0.011111,0.08299864,"93_AFIRALM_00219","02/01/2019","30/01/2019",0.09,0.09,"MPS","AA",2,"02/01/2019","30/01/2019",28,28,1,1,0.08231301,0.08236835,0.0825067
"03/01/2019","AFIRALM",100,100,0,28,0,100.02401,99.999843,0.024167,27,0,28,0.272838,0.077255,0.011937,0.087,"93_AFIRALM_00319","03/01/2019","31/01/2019",0.087,0.087,"MPS","AA",2,"03/01/2019","31/01/2019",28,28,1,1,0.08231301,0.08236835,0.0825067
"03/01/2019","AFIRALM",100,100,0,33,0,100.024993,99.999799,0.025194,32,0,33,0.642156,0.090911,0.01653,0.0907,"93_AFIRALM_00419","03/01/2019","05/02/2019",0.0907,0.0907,"MPS","AA",2,"03/01/2019","05/02/2019",33,33,1,1,0.08231301,0.08236835,0.0825067
"03/01/2019","AFIRALM",100,100,0,28,0,100.022913,99.999857,0.023056,27,0,28,-0.127162,0.077279,0.011944,0.083,"93_AFIRALM_00519","03/01/2019","31/01/2019",0.083,0.083,"MPS","AA",2,"03/01/2019","31/01/2019",28,28,1,1,0.08231301,0.08236835,0.0825067
"03/01/2019","AFIRALM",100,100,0,28,0,100.023983,99.999844,0.024139,27,0,28,0.262838,0.077256,0.011937,0.0869,"93_AFIRALM_00619","03/01/2019","31/01/2019",0.0869,0.0869,"MPS","AA",2,"03/01/2019","31/01/2019",28,28,1,1,0.08231301,0.08236835,0.0825067
"03/01/2019","ARREACT",99.999707,99.999707,0,112,0,100.025157,99.999629,0.025528,111,0,112,0.6,0.305629,0.117591,0.091938,"93_ARREACT_00119","03/01/2019","25/04/2019",0.0919,0.0919,"MPS","AA",4,"03/01/2019","25/04/2019",112,112,1,1,0.08231301,0.08236835,0.0825067
