Fecha,Emisora,Precio Sucio,Precio Limpio,Intereses Devengados,Dias por Vencer,Tasa Descuento,Precio Sucio 24 Hrs,Precio Limpio 24 Hrs,Intereses Devengados 24 Hrs,Dias Por Vencer 24 Hrs,Tasa Descuento 24 Hrs,Plazo,Sobretasa,Duracion,Convexidad,Rendimiento,Instrumento,FechaInicioCupon,FechaFinCupon,Tasa Cupon Vigente,Tasa Cupon Vigente 24 Hrs,Moneda,Homologación Calificación,Clave,fechaInicio,fechaFinal,PagosCupon,Maduración,PAGOS,PAGOS EXACTOS
07/01/2019,AFIRALM,100.112449,100.004116,0.108333,23,0,100.133836,100.003836,0.13,22,0,28,-0.698314,0.063575,0.008084,7.726896,93_AFIRALM_00119,02/01/2019,30/01/2019,0.078,0.078,MPS,AA,2,02/01/2019,30/01/2019,28,28,1,1
07/01/2019,AFIRALM,100.200697,100.075697,0.125,23,0,100.222303,100.072303,0.15,22,0,28,-0.625682,0.063572,0.008083,7.799528,93_AFIRALM_00219,02/01/2019,30/01/2019,0.09,0.09,MPS,AA,2,02/01/2019,30/01/2019,28,28,1,1
07/01/2019,AFIRALM,100.155882,100.059215,0.096667,24,0,100.177474,100.056641,0.120833,23,0,28,-0.625682,0.066322,0.008797,7.799607,93_AFIRALM_00319,03/01/2019,31/01/2019,0.087,0.087,MPS,AA,2,03/01/2019,31/01/2019,28,28,1,1
07/01/2019,AFIRALM,100.201815,100.101037,0.100778,29,0,100.223395,100.097423,0.125972,28,0,33,-0.625682,0.080053,0.012817,7.8,93_AFIRALM_00419,03/01/2019,05/02/2019,0.0907,0.0907,MPS,AA,2,03/01/2019,05/02/2019,33,33,1,1
07/01/2019,AFIRALM,100.124932,100.03271,0.092222,24,0,100.146517,100.031239,0.115278,23,0,28,-0.625682,0.066322,0.008797,7.799607,93_AFIRALM_00519,03/01/2019,31/01/2019,0.083,0.083,MPS,AA,2,03/01/2019,31/01/2019,28,28,1,1
07/01/2019,AFIRALM,100.155109,100.058553,0.096556,24,0,100.1767,100.056006,0.120694,23,0,28,-0.625682,0.066322,0.008797,7.799607,93_AFIRALM_00619,03/01/2019,31/01/2019,0.0869,0.0869,MPS,AA,2,03/01/2019,31/01/2019,28,28,1,1
07/01/2019,AFIRALM,100.07301,100.002177,0.070833,88,0,100.096467,100.002023,0.094444,87,0,91,0.097786,0.238161,0.115844,8.528111,93_AFIRALM_00719,04/01/2019,05/04/2019,0.085,0.085,MPS,AA,2,04/01/2019,05/04/2019,91,91,1,1
08/01/2019,AFIRALM,100.13503,100.00503,0.13,22,0,100.156372,100.004705,0.151667,21,0,28,-0.698314,0.060825,0.007399,7.707279,93_AFIRALM_00119,02/01/2019,30/01/2019,0.078,0.078,MPS,AA,2,02/01/2019,30/01/2019,28,28,1,1
08/01/2019,AFIRALM,100.223498,100.073498,0.15,22,0,100.24506,100.07006,0.175,21,0,28,-0.625682,0.060822,0.007399,7.779911,93_AFIRALM_00219,02/01/2019,30/01/2019,0.09,0.09,MPS,AA,2,02/01/2019,30/01/2019,28,28,1,1
08/01/2019,AFIRALM,100.178719,100.057886,0.120833,23,0,100.200267,100.055267,0.145,22,0,28,-0.625682,0.063573,0.008083,7.780052,93_AFIRALM_00319,03/01/2019,31/01/2019,0.087,0.087,MPS,AA,2,03/01/2019,31/01/2019,28,28,1,1
08/01/2019,AFIRALM,100.224886,100.098914,0.125972,28,0,100.246422,100.095255,0.151167,27,0,33,-0.625682,0.07731,0.011954,7.780757,93_AFIRALM_00419,03/01/2019,05/02/2019,0.0907,0.0907,MPS,AA,2,03/01/2019,05/02/2019,33,33,1,1
08/01/2019,AFIRALM,100.147762,100.032484,0.115278,23,0,100.169303,100.03097,0.138333,22,0,28,-0.625682,0.063573,0.008083,7.780052,93_AFIRALM_00519,03/01/2019,31/01/2019,0.083,0.083,MPS,AA,2,03/01/2019,31/01/2019,28,28,1,1
08/01/2019,AFIRALM,100.177946,100.057252,0.120694,23,0,100.199493,100.05466,0.144833,22,0,28,-0.625682,0.063573,0.008083,7.780052,93_AFIRALM_00619,03/01/2019,31/01/2019,0.0869,0.0869,MPS,AA,2,03/01/2019,31/01/2019,28,28,1,1
08/01/2019,AFIRALM,100.086751,99.992307,0.094444,87,0,100.110324,99.992268,0.118056,86,0,91,0.154586,0.235418,0.11386,8.569342,93_AFIRALM_00719,04/01/2019,05/04/2019,0.085,0.085,MPS,AA,2,04/01/2019,05/04/2019,91,91,1,1
08/01/2019,AFIRALM,100.023024,100.001357,0.021667,28,0,100.044517,100.001184,0.043333,27,0,29,-0.625682,0.07731,0.011954,7.780757,93_AFIRALM_00819,07/01/2019,05/02/2019,0.078,0.078,MPS,AA,2,07/01/2019,05/02/2019,29,29,1,1
08/01/2019,AFIRALM,100.02371,100.001349,0.022361,28,0,100.045889,100.001167,0.044722,27,0,29,-0.375682,0.077295,0.011949,8.030757,93_AFIRALM_00919,07/01/2019,05/02/2019,0.0805,0.0805,MPS,AA,2,07/01/2019,05/02/2019,29,29,1,1
08/01/2019,AFIRALM,100.024121,100.001343,0.022778,28,0,100.046712,100.001156,0.045556,27,0,29,-0.225682,0.077286,0.011946,8.180757,93_AFIRALM_01019,07/01/2019,05/02/2019,0.082,0.082,MPS,AA,2,07/01/2019,05/02/2019,29,29,1,1
08/01/2019,AFIRALM,100.00034,100.00034,0.00E+00,84,0,100.025216,100.000244,0.024972,83,0,84,0.4,0.230109,0.070928,8.9856,93_AFIRALM_01119,08/01/2019,05/02/2019,0.0899,0.0899,MPS,AA,2,08/01/2019,02/04/2019,28,84,3,3
08/01/2019,AFIRALM,100,100,0.00E+00,45,0,100.02364,99.999751,0.023889,44,0,45,0.191164,0.123671,0.030589,8.6,93_AFIRALM_01219,08/01/2019,22/02/2019,0.086,0.086,MPS,AA,2,08/01/2019,22/02/2019,45,45,1,1
08/01/2019,AFIRALM,100,100,0.00E+00,182,0,100.022643,99.999032,0.023611,181,0,182,0.071851,0.484726,0.469918,8.5,93_AFIRALM_01319,08/01/2019,09/07/2019,0.085,0.085,MPS,AA,2,08/01/2019,09/07/2019,182,182,1,1
08/01/2019,AFIRALM,100,100,0.00E+00,28,0,100.023187,99.999854,0.023333,27,0,28,-0.006439,0.077273,0.011942,8.4,93_AFIRALM_01419,08/01/2019,05/02/2019,0.084,0.084,MPS,AA,2,08/01/2019,05/02/2019,28,28,1,1
08/01/2019,ARREACT,100.127545,99.999906,0.127639,107,0,100.153006,99.999839,0.153167,106,0,112,0.6,0.291842,0.108289,9.1856,93_ARREACT_00119,03/01/2019,25/04/2019,0.0919,0.0919,MPS,AA,4,03/01/2019,25/04/2019,112,112,1,1
07/01/2019,ARREACT,100.101965,99.999854,0.102111,108,0,100.127425,99.999786,0.127639,107,0,112,0.6,0.294599,0.110119,9.1875,93_ARREACT_00119,03/01/2019,25/04/2019,0.0919,0.0919,MPS,AA,4,03/01/2019,25/04/2019,112,112,1,1
07/01/2019,START,100.094786,99.999897,0.094889,80,0,100.118448,99.999837,0.118611,79,0,84,-0.05,0.21923,0.065195,8.5375,93_START_00119,03/01/2019,31/01/2019,0.0854,0.0854,MPS,AAA,4,03/01/2019,28/03/2019,28,84,3,3
08/01/2019,START,100.118568,99.999957,0.118611,79,0,100.142231,99.999898,0.142333,78,0,84,-0.05,0.216471,0.06378,8.5356,93_START_00119,03/01/2019,31/01/2019,0.0854,0.0854,MPS,AAA,4,03/01/2019,28/03/2019,28,84,3,3
07/01/2019,BANORTE,100.095669,99.999891,0.095778,108,0,100.119553,99.999831,0.119722,107,0,112,0.03,0.29493,0.110315,8.6175,F_BANORTE_19001,03/01/2019,31/01/2019,0.0862,0.0862,MPS,AAA,4,03/01/2019,25/04/2019,28,112,4,4
07/01/2019,BANORTE,100.096001,99.99989,0.096111,164,0,100.119967,99.999828,0.120139,163,0,168,0.06,0.444838,0.234369,8.6475,F_BANORTE_19002,03/01/2019,31/01/2019,0.0865,0.0865,MPS,AAA,4,03/01/2019,20/06/2019,28,168,6,6
07/01/2019,BANORTE,100.090146,99.99459,0.095556,108,0,100.114194,99.99475,0.119444,107,0,112,0.09,0.294909,0.110301,8.6775,F_BANORTE_19003,03/01/2019,31/01/2019,0.086,0.086,MPS,AAA,4,03/01/2019,25/04/2019,28,112,4,4
07/01/2019,BANORTE,100.072372,99.999955,0.072417,193,0,100.096443,99.999887,0.096556,192,0,196,0.1,0.521744,0.316027,8.6875,F_BANORTE_19004,04/01/2019,01/02/2019,0.0869,0.0869,MPS,AAA,4,04/01/2019,19/07/2019,28,196,7,7
07/01/2019,BANORTE,100.000114,100.000114,0.00E+00,253,0,100.024168,100.000029,0.024139,252,0,253,0.1,0.679538,0.522112,8.6875,F_BANORTE_19005,07/01/2019,04/02/2019,0.0869,0.0869,MPS,AAA,4,07/01/2019,17/09/2019,28,253,9.035714286,9
07/01/2019,BBASE,99.999305,99.999305,0.00E+00,94,0,100.023496,99.999218,0.024278,93,0,94,0.15,0.257396,0.086415,8.7375,F_BBASE_18095,07/01/2019,07/02/2019,0.0874,0.0874,MPS,AA,2,07/01/2019,11/04/2019,31,94,3.032258065,3
08/01/2019,BANOBRA,100.024018,100.024018,0.00E+00,196,0,100.047313,100.02382,0.023493,195,0,196,-0.174999,0.530419,0.325745,8.410601,F_BANOBRA_19005,08/01/2019,05/02/2019,0.084575,0.084575,MPS,AAA,3,08/01/2019,23/07/2019,28,196,7,7
08/01/2019,BANORTE,100.119673,99.999951,0.119722,107,0,100.143557,99.99989,0.143667,106,0,112,0.03,0.292171,0.108482,8.6156,F_BANORTE_19001,03/01/2019,31/01/2019,0.0862,0.0862,MPS,AAA,4,03/01/2019,25/04/2019,28,112,4,4
08/01/2019,BANORTE,100.120088,99.999949,0.120139,163,0,100.144055,99.999888,0.144167,162,0,168,0.06,0.44208,0.23171,8.6456,F_BANORTE_19002,03/01/2019,31/01/2019,0.0865,0.0865,MPS,AAA,4,03/01/2019,20/06/2019,28,168,6,6
08/01/2019,BANORTE,100.114314,99.99487,0.119444,107,0,100.138363,99.99503,0.143333,106,0,112,0.09,0.29215,0.108468,8.6756,F_BANORTE_19003,03/01/2019,31/01/2019,0.086,0.086,MPS,AAA,4,03/01/2019,25/04/2019,28,112,4,4
08/01/2019,BANORTE,100.096569,100.000013,0.096556,192,0,100.12064,99.999946,0.120694,191,0,196,0.1,0.518988,0.312944,8.6856,F_BANORTE_19004,04/01/2019,01/02/2019,0.0869,0.0869,MPS,AAA,4,04/01/2019,19/07/2019,28,196,7,7
08/01/2019,BANORTE,100.024309,100.00017,0.024139,252,0,100.048363,100.000085,0.048278,251,0,253,0.1,0.676783,0.518161,8.6856,F_BANORTE_19005,07/01/2019,04/02/2019,0.0869,0.0869,MPS,AAA,4,07/01/2019,17/09/2019,28,253,9.035714286,9
08/01/2019,BANORTE,100.00034,100.00034,0.00E+00,308,0,100.024333,100.00025,0.024083,307,0,308,0.08,0.821942,0.753479,8.6656,F_BANORTE_19006,08/01/2019,05/02/2019,0.0867,0.0867,MPS,AAA,4,08/01/2019,12/11/2019,28,308,11,11
08/01/2019,BBASE,100.023654,99.999376,0.024278,93,0,100.047846,99.99929,0.048556,92,0,94,0.15,0.254637,0.08479,8.7356,F_BBASE_18095,07/01/2019,07/02/2019,0.0874,0.0874,MPS,AA,2,07/01/2019,11/04/2019,31,94,3.032258065,3
09/01/2019,GICSA,92.211054,91.353498,0.857556,1422,0,92.24061,91.357832,0.882778,1421,0,2548,3.37,3.159207,12.563694,11.88,91_GICSA_15,06/12/2018,06/06/2019,0.0908,0.0908,MPS,AA,4,04/01/2019,06/01/2019,182,2,0.010989011,0
09/01/2019,AFIRALM,100.156915,100.005248,0.151667,21,0,100.178241,100.004908,0.173333,20,0,28,-0.698314,0.058073,0.006745,7.697944,93_AFIRALM_00119,02/01/2019,30/01/2019,0.078,0.078,MPS,AA,2,02/01/2019,30/01/2019,28,28,1,1
09/01/2019,AFIRALM,100.245603,100.070603,0.175,21,0,100.267148,100.067148,0.2,20,0,28,-0.625682,0.05807,0.006744,7.770576,93_AFIRALM_00219,02/01/2019,30/01/2019,0.09,0.09,MPS,AA,2,02/01/2019,30/01/2019,28,28,1,1
09/01/2019,AFIRALM,100.200832,100.055832,0.145,22,0,100.222363,100.053196,0.169167,21,0,28,-0.625682,0.060822,0.007399,7.770778,93_AFIRALM_00319,03/01/2019,31/01/2019,0.087,0.087,MPS,AA,2,03/01/2019,31/01/2019,28,28,1,1
09/01/2019,AFIRALM,100.247092,100.095925,0.151167,27,0,100.268613,100.092252,0.176361,26,0,33,-0.625682,0.074565,0.01112,7.77179,93_AFIRALM_00419,03/01/2019,05/02/2019,0.0907,0.0907,MPS,AA,2,03/01/2019,05/02/2019,33,33,1,1
09/01/2019,AFIRALM,100.169868,100.031535,0.138333,22,0,100.191393,100.030004,0.161389,21,0,28,-0.625682,0.060822,0.007399,7.770778,93_AFIRALM_00519,03/01/2019,31/01/2019,0.083,0.083,MPS,AA,2,03/01/2019,31/01/2019,28,28,1,1
09/01/2019,AFIRALM,100.200058,100.055225,0.144833,22,0,100.221589,100.052617,0.168972,21,0,28,-0.625682,0.060822,0.007399,7.770778,93_AFIRALM_00619,03/01/2019,31/01/2019,0.0869,0.0869,MPS,AA,2,03/01/2019,31/01/2019,28,28,1,1
09/01/2019,AFIRALM,100.100707,99.982651,0.118056,86,0,100.124048,99.982381,0.141667,85,0,91,0.154586,0.2341,0.109605,8.563997,93_AFIRALM_00719,04/01/2019,05/04/2019,0.085,0.085,MPS,AA,2,04/01/2019,05/04/2019,91,91,1,1
09/01/2019,AFIRALM,100.045186,100.001853,0.043333,27,0,100.066663,100.001663,0.065,26,0,29,-0.625682,0.074565,0.01112,7.77179,93_AFIRALM_00819,07/01/2019,05/02/2019,0.078,0.078,MPS,AA,2,07/01/2019,05/02/2019,29,29,1,1
09/01/2019,AFIRALM,100.046558,100.001836,0.044722,27,0,100.068723,100.00164,0.067083,26,0,29,-0.375682,0.074551,0.011116,8.02179,93_AFIRALM_00919,07/01/2019,05/02/2019,0.0805,0.0805,MPS,AA,2,07/01/2019,05/02/2019,29,29,1,1
09/01/2019,AFIRALM,100.047381,100.001825,0.045556,27,0,100.069958,100.001625,0.068333,26,0,29,-0.225682,0.074543,0.011113,8.17179,93_AFIRALM_01019,07/01/2019,05/02/2019,0.082,0.082,MPS,AA,2,07/01/2019,05/02/2019,29,29,1,1
09/01/2019,AFIRALM,100.025261,100.000289,0.024972,83,0,100.050142,100.000198,0.049944,82,0,84,0.4,0.227351,0.069453,8.985,93_AFIRALM_01119,08/01/2019,05/02/2019,0.0899,0.0899,MPS,AA,2,08/01/2019,02/04/2019,28,84,3,3
09/01/2019,AFIRALM,100.024599,100.00071,0.023889,44,0,100.048229,100.000451,0.047778,43,0,45,0.191164,0.120952,0.029259,8.592076,93_AFIRALM_01219,08/01/2019,22/02/2019,0.086,0.086,MPS,AA,2,08/01/2019,22/02/2019,45,45,1,1
09/01/2019,AFIRALM,100.022409,99.998798,0.023611,181,0,100.045064,99.997842,0.047222,180,0,182,0.071851,0.482171,0.464977,8.500486,93_AFIRALM_01319,08/01/2019,09/07/2019,0.085,0.085,MPS,AA,2,08/01/2019,09/07/2019,182,182,1,1
09/01/2019,AFIRALM,100.030658,100.007325,0.023333,27,0,100.053582,100.006915,0.046667,26,0,28,-0.097674,0.074536,0.011111,8.299798,93_AFIRALM_01419,08/01/2019,05/02/2019,0.084,0.084,MPS,AA,2,08/01/2019,05/02/2019,28,28,1,1
09/01/2019,AFIRALM,100,100,0.00E+00,28,0,100.022913,99.999857,0.023056,27,0,28,-0.097674,0.077279,0.011944,8.3,93_AFIRALM_01519,09/01/2019,06/02/2019,0.083,0.083,MPS,AA,2,09/01/2019,06/02/2019,28,28,1,1
09/01/2019,ARREACT,100.153042,99.999875,0.153167,106,0,100.178508,99.999814,0.178694,105,0,112,0.6,0.289084,0.106474,9.185,93_ARREACT_00119,03/01/2019,25/04/2019,0.0919,0.0919,MPS,AA,4,03/01/2019,25/04/2019,112,112,1,1
09/01/2019,START,100.142267,99.999934,0.142333,78,0,100.165934,99.999878,0.166056,77,0,84,-0.05,0.213712,0.06238,8.535,93_START_00119,03/01/2019,31/01/2019,0.0854,0.0854,MPS,AAA,4,03/01/2019,28/03/2019,28,84,3,3
09/01/2019,BACTINV,100.000386,100.000386,0.00E+00,336,0,100.025261,100.000289,0.024972,335,0,336,0.4,0.892281,0.884497,8.985,F_BACTINV_19001,09/01/2019,06/02/2019,0.0899,0.0899,MPS,AAA,4,09/01/2019,11/12/2019,28,336,12,12
09/01/2019,BANOBRA,100.047357,100.023864,0.023493,195,0,100.070656,100.02367,0.046986,194,0,196,-0.174999,0.52766,0.322612,8.410001,F_BANOBRA_19005,08/01/2019,05/02/2019,0.084575,0.084575,MPS,AAA,3,08/01/2019,23/07/2019,28,196,7,7
09/01/2019,BANOBRA,100.023927,100.023927,0.00E+00,196,0,100.04722,100.023732,0.023488,195,0,196,-0.175017,0.530421,0.325746,8.409983,F_BANOBRA_19006,09/01/2019,06/02/2019,0.084556,0.084556,MPS,AAA,3,09/01/2019,24/07/2019,28,196,7,7
09/01/2019,BANORTE,100.143594,99.999927,0.143667,106,0,100.167482,99.999871,0.167611,105,0,112,0.03,0.289412,0.106665,8.615,F_BANORTE_19001,03/01/2019,31/01/2019,0.0862,0.0862,MPS,AAA,4,03/01/2019,25/04/2019,28,112,4,4
09/01/2019,BANORTE,100.144091,99.999924,0.144167,162,0,100.168062,99.999868,0.168194,161,0,168,0.06,0.439321,0.229066,8.645,F_BANORTE_19002,03/01/2019,31/01/2019,0.0865,0.0865,MPS,AAA,4,03/01/2019,20/06/2019,28,168,6,6
09/01/2019,BANORTE,100.138399,99.995066,0.143333,106,0,100.162451,99.995229,0.167222,105,0,112,0.09,0.289392,0.106651,8.675,F_BANORTE_19003,03/01/2019,31/01/2019,0.086,0.086,MPS,AAA,4,03/01/2019,25/04/2019,28,112,4,4
09/01/2019,BANORTE,100.120678,99.999984,0.120694,191,0,100.144754,99.999921,0.144833,190,0,196,0.1,0.516229,0.309875,8.685,F_BANORTE_19004,04/01/2019,01/02/2019,0.0869,0.0869,MPS,AAA,4,04/01/2019,19/07/2019,28,196,7,7
09/01/2019,BANORTE,100.048407,100.000129,0.048278,251,0,100.072465,100.000048,0.072417,250,0,253,0.1,0.674025,0.514223,8.685,F_BANORTE_19005,07/01/2019,04/02/2019,0.0869,0.0869,MPS,AAA,4,07/01/2019,17/09/2019,28,253,9.035714286,9
09/01/2019,BANORTE,100.024378,100.000295,0.024083,307,0,100.048375,100.000208,0.048167,306,0,308,0.08,0.819185,0.748741,8.665,F_BANORTE_19006,08/01/2019,05/02/2019,0.0867,0.0867,MPS,AAA,4,08/01/2019,12/11/2019,28,308,11,11
09/01/2019,BBASE,100.047894,99.999338,0.048556,92,0,100.07209,99.999257,0.072833,91,0,94,0.15,0.251879,0.083179,8.735,F_BBASE_18095,07/01/2019,07/02/2019,0.0874,0.0874,MPS,AA,2,07/01/2019,11/04/2019,31,94,3.032258065,3
10/01/2019,GICSA,92.44471,91.561932,0.882778,1421,0,92.47417,91.56617,0.908,1420,0,2548,3.37,3.158394,12.558135,11.81,91_GICSA_15,06/12/2018,06/06/2019,0.0908,0.0908,MPS,AA,4,04/01/2019,06/01/2019,182,2,0.010989011,0
10/01/2019,AFIRALM,100.177194,100.003861,0.173333,20,0,100.19858,100.00358,0.195,19,0,28,-0.698314,0.055318,0.00612,7.716843,93_AFIRALM_00119,02/01/2019,30/01/2019,0.078,0.078,MPS,AA,2,02/01/2019,30/01/2019,28,28,1,1
10/01/2019,AFIRALM,100.2661,100.0661,0.2,20,0,100.287706,100.062706,0.225,19,0,28,-0.625682,0.055316,0.00612,7.789475,93_AFIRALM_00219,02/01/2019,30/01/2019,0.09,0.09,MPS,AA,2,02/01/2019,30/01/2019,28,28,1,1
10/01/2019,AFIRALM,100.221269,100.052102,0.169167,21,0,100.242861,100.049528,0.193333,20,0,28,-0.625682,0.058069,0.006744,7.789586,93_AFIRALM_00319,03/01/2019,31/01/2019,0.087,0.087,MPS,AA,2,03/01/2019,31/01/2019,28,28,1,1
10/01/2019,AFIRALM,100.267292,100.090931,0.176361,26,0,100.288872,100.087316,0.201556,25,0,33,-0.625682,0.071818,0.010316,7.790139,93_AFIRALM_00419,03/01/2019,05/02/2019,0.0907,0.0907,MPS,AA,2,03/01/2019,05/02/2019,33,33,1,1
10/01/2019,AFIRALM,100.190298,100.028909,0.161389,21,0,100.211884,100.02744,0.184444,20,0,28,-0.625682,0.058069,0.006744,7.789586,93_AFIRALM_00519,03/01/2019,31/01/2019,0.083,0.083,MPS,AA,2,03/01/2019,31/01/2019,28,28,1,1
10/01/2019,AFIRALM,100.220494,100.051522,0.168972,21,0,100.242086,100.048975,0.193111,20,0,28,-0.625682,0.058069,0.006744,7.789586,93_AFIRALM_00619,03/01/2019,31/01/2019,0.0869,0.0869,MPS,AA,2,03/01/2019,31/01/2019,28,28,1,1
10/01/2019,AFIRALM,100.091083,99.949416,0.141667,85,0,100.114808,99.94953,0.165278,84,0,91,0.283958,0.231355,0.10705,8.706305,93_AFIRALM_00719,04/01/2019,05/04/2019,0.085,0.085,MPS,AA,2,04/01/2019,05/04/2019,91,91,1,1
